,sentence,text,_sentence_text,aspect_cat
749,GB-108_sample_English_20.txt_18534-18760,none,"On to-day 's march , out of the fifty mules with which we started there were only fourteen carrying our own kit , and of those fourteen we found on arrival at Sedongchen that none would be fit to proceed on the following day .",FAUNA
750,GB-108_sample_English_20.txt_18761-18987,the Government mules,"It was therefore with great reluctance that I felt compelled to send back the Government mules , as they could not only not carry their own line gear , but had become an extra and very large source of expense and worry to us .",FAUNA
751,GB-108_sample_English_20.txt_18761-18987,they,"It was therefore with great reluctance that I felt compelled to send back the Government mules , as they could not only not carry their own line gear , but had become an extra and very large source of expense and worry to us .",FAUNA
752,GB-108_sample_English_20.txt_18988-19205,the mules,That the mules should have completely broken down like this after a five days ' march showed that they must have been in no kind of training and condition and were completely unfitted for heavy work in the mountains .,FAUNA
753,GB-108_sample_English_20.txt_18988-19205,they,That the mules should have completely broken down like this after a five days ' march showed that they must have been in no kind of training and condition and were completely unfitted for heavy work in the mountains .,FAUNA
754,GB-108_sample_English_20.txt_19206-19376,The hill ponies,"The hill ponies and mules that we had hired to supplement them , although they had been given the heaviest loads , always arrived first , and made nothing of each march .",FAUNA
755,GB-108_sample_English_20.txt_19206-19376,mules,"The hill ponies and mules that we had hired to supplement them , although they had been given the heaviest loads , always arrived first , and made nothing of each march .",FAUNA
756,GB-108_sample_English_20.txt_19206-19376,them,"The hill ponies and mules that we had hired to supplement them , although they had been given the heaviest loads , always arrived first , and made nothing of each march .",FAUNA
757,GB-108_sample_English_20.txt_19785-19976,vegetation,"Opposite us , to the South-east , were densely wooded hills with clouds and mists drifting along the tops , while here and there a waterfall showed up white amidst the dark green vegetation .",FLORA
758,GB-108_sample_English_20.txt_20053-20210,the Government mules,"Being on the main trade route , we were luckily able to get other transport to replace the Government mules and to arrange for hired mules as far as Yatung .",FAUNA
759,GB-108_sample_English_20.txt_20053-20210,mules,"Being on the main trade route , we were luckily able to get other transport to replace the Government mules and to arrange for hired mules as far as Yatung .",FAUNA
760,GB-108_sample_English_20.txt_20211-20327,animal,"The local animal is a wonderful beast , extremely sure footed , and not minding in the least a climb of 6,000 feet .",FAUNA
761,GB-108_sample_English_20.txt_20211-20327,beast,"The local animal is a wonderful beast , extremely sure footed , and not minding in the least a climb of 6,000 feet .",FAUNA
762,GB-108_sample_English_20.txt_20768-20982,leeches,"The constant rain had already brought out the leeches , and on most of the stones or blades of grass beside the path they sat waiting for their meal of blood and clung on to any mule or human being that passed by .",FAUNA
763,GB-108_sample_English_20.txt_20768-20982,grass,"The constant rain had already brought out the leeches , and on most of the stones or blades of grass beside the path they sat waiting for their meal of blood and clung on to any mule or human being that passed by .",FLORA
764,GB-108_sample_English_20.txt_20768-20982,mule,"The constant rain had already brought out the leeches , and on most of the stones or blades of grass beside the path they sat waiting for their meal of blood and clung on to any mule or human being that passed by .",FAUNA
765,GB-108_sample_English_20.txt_20983-21088,mules,"The mules suffered severely , and drops of blood on the stones became frequent from the bleeding wounds .",FAUNA
766,GB-108_sample_English_20.txt_21089-21304,rhododendrons,"The climb from Sedongchen to Gnatong was very steep with a rise of over 5,000 feet in the first 5 miles , and we soon got out of the zone of the leeches and on to the most wonderful zone of flowering rhododendrons .",FLORA
767,GB-108_sample_English_20.txt_21305-21368,rhododendrons,The rhododendrons in the lower forest chiefly consisted of _R .,FLORA
768,GB-108_sample_English_20.txt_21402-21545,These,"These grew in a great forest of oaks and magnolias , all covered with beautiful ferns among which showed up delightful mauve or white orchids .",FLORA
769,GB-108_sample_English_20.txt_21402-21545,oaks,"These grew in a great forest of oaks and magnolias , all covered with beautiful ferns among which showed up delightful mauve or white orchids .",FLORA
770,GB-108_sample_English_20.txt_21402-21545,magnolias,"These grew in a great forest of oaks and magnolias , all covered with beautiful ferns among which showed up delightful mauve or white orchids .",FLORA
771,GB-108_sample_English_20.txt_21402-21545,ferns,"These grew in a great forest of oaks and magnolias , all covered with beautiful ferns among which showed up delightful mauve or white orchids .",FLORA
772,GB-108_sample_English_20.txt_21402-21545,mauve or white orchids,"These grew in a great forest of oaks and magnolias , all covered with beautiful ferns among which showed up delightful mauve or white orchids .",FLORA
773,GB-108_sample_English_20.txt_21546-21637,The lower rhododendrons,"The lower rhododendrons had already flowered , but as we got higher we found masses of _R .",FLORA
774,GB-108_sample_English_20.txt_21638-21706,Cinnabarinum,"Cinnabarinum_ , with flowers showing every shade of orange and red .",FLORA
775,GB-108_sample_English_20.txt_21707-21814,rhododendrons,"Then came rhododendrons of every colour -- pink , deep crimson , yellow , mauve , white or cream coloured .",FLORA
776,GB-108_sample_English_20.txt_21918-22040,smaller flowers,"Among the smaller flowers were the large pink saxifrage , while the deep reddish-purple primula covered every open space .",FLORA
777,GB-108_sample_English_20.txt_21918-22040,saxifrage,"Among the smaller flowers were the large pink saxifrage , while the deep reddish-purple primula covered every open space .",FLORA
778,GB-108_sample_English_20.txt_21918-22040,primula,"Among the smaller flowers were the large pink saxifrage , while the deep reddish-purple primula covered every open space .",FLORA
779,GB-108_sample_English_20.txt_22041-22195,primula,"There was also a very tiny pink primula -- the smallest I have ever seen -- and another one like a pink primrose , that grew on the banks above the path .",FLORA
780,GB-108_sample_English_20.txt_22041-22195,a pink primrose,"There was also a very tiny pink primula -- the smallest I have ever seen -- and another one like a pink primrose , that grew on the banks above the path .",FLORA
781,GB-108_sample_English_20.txt_22196-22274,the scenery,"We went along quite slowly all the way , botanising and admiring the scenery .",FLORA
782,GB-108_sample_English_20.txt_22275-22431,rhododendrons,"The path mostly led along the top of a ridge , and the views and colours of the many-hued rhododendrons in the gullies on either side were very delightful .",FLORA
783,GB-108_sample_English_20.txt_22570-22711,fir trees,"The fir trees ( _Abies Webbiana_ ) no longer surrounded it , as those anywhere near had been cut down for firewood , or for building houses .",FLORA
784,GB-108_sample_English_20.txt_22570-22711,Abies Webbiana,"The fir trees ( _Abies Webbiana_ ) no longer surrounded it , as those anywhere near had been cut down for firewood , or for building houses .",FLORA
785,GB-108_sample_English_20.txt_22570-22711,those,"The fir trees ( _Abies Webbiana_ ) no longer surrounded it , as those anywhere near had been cut down for firewood , or for building houses .",FLORA
786,GB-108_sample_English_20.txt_22766-22930,ponies,"Macdonald 's head clerk at Yatung , to ask him to make arrangements for ponies and mules for us both at Yatung and at Phari now that our transport had broken down .",FAUNA
787,GB-108_sample_English_20.txt_22766-22930,mules,"Macdonald 's head clerk at Yatung , to ask him to make arrangements for ponies and mules for us both at Yatung and at Phari now that our transport had broken down .",FAUNA
